strike,volume,option_type,contract_symbol,contract_display_name,contract_display_name_abbreviated,,strike price text,volume text
180,0,CALL,TSLA260717C00180000,"TSLA Jul 17, 2026 180.00 call",TSLA 07/17/26 180.0C,,180 Strike price TSLA,0 Volume
185,0,CALL,TSLA260717C00185000,"TSLA Jul 17, 2026 185.00 call",TSLA 07/17/26 185.0C,,185 Strike price TSLA,0 Volume
190,0,CALL,TSLA260717C00190000,"TSLA Jul 17, 2026 190.00 call",TSLA 07/17/26 190.0C,,190 Strike price TSLA,0 Volume
195,0,CALL,TSLA260717C00195000,"TSLA Jul 17, 2026 195.00 call",TSLA 07/17/26 195.0C,,195 Strike price TSLA,0 Volume
920,0,CALL,TSLA260717C00920000,"TSLA Jul 17, 2026 920.00 call",TSLA 07/17/26 920.0C,,920 Strike price TSLA,0 Volume
115,0,CALL,TSLA260821C00115000,"TSLA Aug 21, 2026 115.00 call",TSLA 08/21/26 115.0C,,115 Strike price TSLA,0 Volume
120,0,CALL,TSLA260821C00120000,"TSLA Aug 21, 2026 120.00 call",TSLA 08/21/26 120.0C,,120 Strike price TSLA,0 Volume
125,0,CALL,TSLA260821C00125000,"TSLA Aug 21, 2026 125.00 call",TSLA 08/21/26 125.0C,,125 Strike price TSLA,0 Volume
130,0,CALL,TSLA260821C00130000,"TSLA Aug 21, 2026 130.00 call",TSLA 08/21/26 130.0C,,130 Strike price TSLA,0 Volume
135,0,CALL,TSLA260821C00135000,"TSLA Aug 21, 2026 135.00 call",TSLA 08/21/26 135.0C,,135 Strike price TSLA,0 Volume
140,0,CALL,TSLA260821C00140000,"TSLA Aug 21, 2026 140.00 call",TSLA 08/21/26 140.0C,,140 Strike price TSLA,0 Volume
145,0,CALL,TSLA260821C00145000,"TSLA Aug 21, 2026 145.00 call",TSLA 08/21/26 145.0C,,145 Strike price TSLA,0 Volume
150,0,CALL,TSLA260821C00150000,"TSLA Aug 21, 2026 150.00 call",TSLA 08/21/26 150.0C,,150 Strike price TSLA,0 Volume
155,0,CALL,TSLA260821C00155000,"TSLA Aug 21, 2026 155.00 call",TSLA 08/21/26 155.0C,,155 Strike price TSLA,0 Volume
160,0,CALL,TSLA260821C00160000,"TSLA Aug 21, 2026 160.00 call",TSLA 08/21/26 160.0C,,160 Strike price TSLA,0 Volume
165,0,CALL,TSLA260821C00165000,"TSLA Aug 21, 2026 165.00 call",TSLA 08/21/26 165.0C,,165 Strike price TSLA,0 Volume
170,0,CALL,TSLA260821C00170000,"TSLA Aug 21, 2026 170.00 call",TSLA 08/21/26 170.0C,,170 Strike price TSLA,0 Volume
175,0,CALL,TSLA260821C00175000,"TSLA Aug 21, 2026 175.00 call",TSLA 08/21/26 175.0C,,175 Strike price TSLA,0 Volume
180,0,CALL,TSLA260821C00180000,"TSLA Aug 21, 2026 180.00 call",TSLA 08/21/26 180.0C,,180 Strike price TSLA,0 Volume
185,0,CALL,TSLA260821C00185000,"TSLA Aug 21, 2026 185.00 call",TSLA 08/21/26 185.0C,,185 Strike price TSLA,0 Volume
195,0,CALL,TSLA260821C00195000,"TSLA Aug 21, 2026 195.00 call",TSLA 08/21/26 195.0C,,195 Strike price TSLA,0 Volume
200,0,CALL,TSLA260821C00200000,"TSLA Aug 21, 2026 200.00 call",TSLA 08/21/26 200.0C,,200 Strike price TSLA,0 Volume
205,0,CALL,TSLA260821C00205000,"TSLA Aug 21, 2026 205.00 call",TSLA 08/21/26 205.0C,,205 Strike price TSLA,0 Volume
210,0,CALL,TSLA260821C00210000,"TSLA Aug 21, 2026 210.00 call",TSLA 08/21/26 210.0C,,210 Strike price TSLA,0 Volume
215,0,CALL,TSLA260821C00215000,"TSLA Aug 21, 2026 215.00 call",TSLA 08/21/26 215.0C,,215 Strike price TSLA,0 Volume
220,0,CALL,TSLA260821C00220000,"TSLA Aug 21, 2026 220.00 call",TSLA 08/21/26 220.0C,,220 Strike price TSLA,0 Volume
5,0,CALL,TSLA260821C00005000,"TSLA Aug 21, 2026 5.00 call",TSLA 08/21/26 5.0C,,5 Strike price TSLA,0 Volume
10,0,CALL,TSLA260821C00010000,"TSLA Aug 21, 2026 10.00 call",TSLA 08/21/26 10.0C,,10 Strike price TSLA,0 Volume
20,0,CALL,TSLA260821C00020000,"TSLA Aug 21, 2026 20.00 call",TSLA 08/21/26 20.0C,,20 Strike price TSLA,0 Volume
25,0,CALL,TSLA260821C00025000,"TSLA Aug 21, 2026 25.00 call",TSLA 08/21/26 25.0C,,25 Strike price TSLA,0 Volume
30,0,CALL,TSLA260821C00030000,"TSLA Aug 21, 2026 30.00 call",TSLA 08/21/26 30.0C,,30 Strike price TSLA,0 Volume
35,0,CALL,TSLA260821C00035000,"TSLA Aug 21, 2026 35.00 call",TSLA 08/21/26 35.0C,,35 Strike price TSLA,0 Volume
40,0,CALL,TSLA260821C00040000,"TSLA Aug 21, 2026 40.00 call",TSLA 08/21/26 40.0C,,40 Strike price TSLA,0 Volume
45,0,CALL,TSLA260821C00045000,"TSLA Aug 21, 2026 45.00 call",TSLA 08/21/26 45.0C,,45 Strike price TSLA,0 Volume
50,0,CALL,TSLA260821C00050000,"TSLA Aug 21, 2026 50.00 call",TSLA 08/21/26 50.0C,,50 Strike price TSLA,0 Volume
55,0,CALL,TSLA260821C00055000,"TSLA Aug 21, 2026 55.00 call",TSLA 08/21/26 55.0C,,55 Strike price TSLA,0 Volume
60,0,CALL,TSLA260821C00060000,"TSLA Aug 21, 2026 60.00 call",TSLA 08/21/26 60.0C,,60 Strike price TSLA,0 Volume
65,0,CALL,TSLA260821C00065000,"TSLA Aug 21, 2026 65.00 call",TSLA 08/21/26 65.0C,,65 Strike price TSLA,0 Volume
70,0,CALL,TSLA260821C00070000,"TSLA Aug 21, 2026 70.00 call",TSLA 08/21/26 70.0C,,70 Strike price TSLA,0 Volume
75,0,CALL,TSLA260821C00075000,"TSLA Aug 21, 2026 75.00 call",TSLA 08/21/26 75.0C,,75 Strike price TSLA,0 Volume
80,0,CALL,TSLA260821C00080000,"TSLA Aug 21, 2026 80.00 call",TSLA 08/21/26 80.0C,,80 Strike price TSLA,0 Volume
85,0,CALL,TSLA260821C00085000,"TSLA Aug 21, 2026 85.00 call",TSLA 08/21/26 85.0C,,85 Strike price TSLA,0 Volume
90,0,CALL,TSLA260821C00090000,"TSLA Aug 21, 2026 90.00 call",TSLA 08/21/26 90.0C,,90 Strike price TSLA,0 Volume
95,0,CALL,TSLA260821C00095000,"TSLA Aug 21, 2026 95.00 call",TSLA 08/21/26 95.0C,,95 Strike price TSLA,0 Volume
100,0,CALL,TSLA260821C00100000,"TSLA Aug 21, 2026 100.00 call",TSLA 08/21/26 100.0C,,100 Strike price TSLA,0 Volume
105,0,CALL,TSLA260821C00105000,"TSLA Aug 21, 2026 105.00 call",TSLA 08/21/26 105.0C,,105 Strike price TSLA,0 Volume
110,0,CALL,TSLA260821C00110000,"TSLA Aug 21, 2026 110.00 call",TSLA 08/21/26 110.0C,,110 Strike price TSLA,0 Volume
160,0,CALL,TSLA251107C00160000,"TSLA Nov 7, 2025 160.00 call",TSLA 11/07/25 160.0C,,160 Strike price TSLA,0 Volume
275,0,CALL,TSLA251128C00275000,"TSLA Nov 28, 2025 275.00 call",TSLA 11/28/25 275.0C,,275 Strike price TSLA,0 Volume
280,0,CALL,TSLA251128C00280000,"TSLA Nov 28, 2025 280.00 call",TSLA 11/28/25 280.0C,,280 Strike price TSLA,0 Volume
285,0,CALL,TSLA251128C00285000,"TSLA Nov 28, 2025 285.00 call",TSLA 11/28/25 285.0C,,285 Strike price TSLA,0 Volume
290,0,CALL,TSLA251128C00290000,"TSLA Nov 28, 2025 290.00 call",TSLA 11/28/25 290.0C,,290 Strike price TSLA,0 Volume
300,0,CALL,TSLA251128C00300000,"TSLA Nov 28, 2025 300.00 call",TSLA 11/28/25 300.0C,,300 Strike price TSLA,0 Volume
305,0,CALL,TSLA251128C00305000,"TSLA Nov 28, 2025 305.00 call",TSLA 11/28/25 305.0C,,305 Strike price TSLA,0 Volume
310,0,CALL,TSLA251128C00310000,"TSLA Nov 28, 2025 310.00 call",TSLA 11/28/25 310.0C,,310 Strike price TSLA,0 Volume
315,0,CALL,TSLA251128C00315000,"TSLA Nov 28, 2025 315.00 call",TSLA 11/28/25 315.0C,,315 Strike price TSLA,0 Volume
325,0,CALL,TSLA251128C00325000,"TSLA Nov 28, 2025 325.00 call",TSLA 11/28/25 325.0C,,325 Strike price TSLA,0 Volume
330,0,CALL,TSLA251128C00330000,"TSLA Nov 28, 2025 330.00 call",TSLA 11/28/25 330.0C,,330 Strike price TSLA,0 Volume
335,0,CALL,TSLA251128C00335000,"TSLA Nov 28, 2025 335.00 call",TSLA 11/28/25 335.0C,,335 Strike price TSLA,0 Volume
810,0,CALL,TSLA251128C00810000,"TSLA Nov 28, 2025 810.00 call",TSLA 11/28/25 810.0C,,810 Strike price TSLA,0 Volume
820,0,CALL,TSLA251128C00820000,"TSLA Nov 28, 2025 820.00 call",TSLA 11/28/25 820.0C,,820 Strike price TSLA,0 Volume
850,0,CALL,TSLA251128C00850000,"TSLA Nov 28, 2025 850.00 call",TSLA 11/28/25 850.0C,,850 Strike price TSLA,0 Volume
80,0,CALL,TSLA251205C00080000,"TSLA Dec 5, 2025 80.00 call",TSLA 12/05/25 80.0C,,80 Strike price TSLA,0 Volume
90,0,CALL,TSLA251205C00090000,"TSLA Dec 5, 2025 90.00 call",TSLA 12/05/25 90.0C,,90 Strike price TSLA,0 Volume
100,0,CALL,TSLA251205C00100000,"TSLA Dec 5, 2025 100.00 call",TSLA 12/05/25 100.0C,,100 Strike price TSLA,0 Volume
110,0,CALL,TSLA251205C00110000,"TSLA Dec 5, 2025 110.00 call",TSLA 12/05/25 110.0C,,110 Strike price TSLA,0 Volume
120,0,CALL,TSLA251205C00120000,"TSLA Dec 5, 2025 120.00 call",TSLA 12/05/25 120.0C,,120 Strike price TSLA,0 Volume
130,0,CALL,TSLA251205C00130000,"TSLA Dec 5, 2025 130.00 call",TSLA 12/05/25 130.0C,,130 Strike price TSLA,0 Volume
140,0,CALL,TSLA251205C00140000,"TSLA Dec 5, 2025 140.00 call",TSLA 12/05/25 140.0C,,140 Strike price TSLA,0 Volume
920,0,CALL,TSLA251121C00920000,"TSLA Nov 21, 2025 920.00 call",TSLA 11/21/25 920.0C,,920 Strike price TSLA,0 Volume
90,0,CALL,TSLA251128C00090000,"TSLA Nov 28, 2025 90.00 call",TSLA 11/28/25 90.0C,,90 Strike price TSLA,0 Volume
110,0,CALL,TSLA251128C00110000,"TSLA Nov 28, 2025 110.00 call",TSLA 11/28/25 110.0C,,110 Strike price TSLA,0 Volume
120,0,CALL,TSLA251128C00120000,"TSLA Nov 28, 2025 120.00 call",TSLA 11/28/25 120.0C,,120 Strike price TSLA,0 Volume
130,0,CALL,TSLA251128C00130000,"TSLA Nov 28, 2025 130.00 call",TSLA 11/28/25 130.0C,,130 Strike price TSLA,0 Volume
140,0,CALL,TSLA251128C00140000,"TSLA Nov 28, 2025 140.00 call",TSLA 11/28/25 140.0C,,140 Strike price TSLA,0 Volume
150,0,CALL,TSLA251128C00150000,"TSLA Nov 28, 2025 150.00 call",TSLA 11/28/25 150.0C,,150 Strike price TSLA,0 Volume
160,0,CALL,TSLA251128C00160000,"TSLA Nov 28, 2025 160.00 call",TSLA 11/28/25 160.0C,,160 Strike price TSLA,0 Volume
170,0,CALL,TSLA251128C00170000,"TSLA Nov 28, 2025 170.00 call",TSLA 11/28/25 170.0C,,170 Strike price TSLA,0 Volume
180,0,CALL,TSLA251128C00180000,"TSLA Nov 28, 2025 180.00 call",TSLA 11/28/25 180.0C,,180 Strike price TSLA,0 Volume
190,0,CALL,TSLA251128C00190000,"TSLA Nov 28, 2025 190.00 call",TSLA 11/28/25 190.0C,,190 Strike price TSLA,0 Volume
200,0,CALL,TSLA251128C00200000,"TSLA Nov 28, 2025 200.00 call",TSLA 11/28/25 200.0C,,200 Strike price TSLA,0 Volume
210,0,CALL,TSLA251128C00210000,"TSLA Nov 28, 2025 210.00 call",TSLA 11/28/25 210.0C,,210 Strike price TSLA,0 Volume
220,0,CALL,TSLA251128C00220000,"TSLA Nov 28, 2025 220.00 call",TSLA 11/28/25 220.0C,,220 Strike price TSLA,0 Volume
230,0,CALL,TSLA251128C00230000,"TSLA Nov 28, 2025 230.00 call",TSLA 11/28/25 230.0C,,230 Strike price TSLA,0 Volume
240,0,CALL,TSLA251128C00240000,"TSLA Nov 28, 2025 240.00 call",TSLA 11/28/25 240.0C,,240 Strike price TSLA,0 Volume
250,0,CALL,TSLA251128C00250000,"TSLA Nov 28, 2025 250.00 call",TSLA 11/28/25 250.0C,,250 Strike price TSLA,0 Volume
255,0,CALL,TSLA251128C00255000,"TSLA Nov 28, 2025 255.00 call",TSLA 11/28/25 255.0C,,255 Strike price TSLA,0 Volume
260,0,CALL,TSLA251128C00260000,"TSLA Nov 28, 2025 260.00 call",TSLA 11/28/25 260.0C,,260 Strike price TSLA,0 Volume
265,0,CALL,TSLA251128C00265000,"TSLA Nov 28, 2025 265.00 call",TSLA 11/28/25 265.0C,,265 Strike price TSLA,0 Volume
270,0,CALL,TSLA251128C00270000,"TSLA Nov 28, 2025 270.00 call",TSLA 11/28/25 270.0C,,270 Strike price TSLA,0 Volume
150,0,CALL,TSLA251205C00150000,"TSLA Dec 5, 2025 150.00 call",TSLA 12/05/25 150.0C,,150 Strike price TSLA,0 Volume
100,0,CALL,TSLA251212C00100000,"TSLA Dec 12, 2025 100.00 call",TSLA 12/12/25 100.0C,,100 Strike price TSLA,0 Volume
110,0,CALL,TSLA251212C00110000,"TSLA Dec 12, 2025 110.00 call",TSLA 12/12/25 110.0C,,110 Strike price TSLA,0 Volume
120,0,CALL,TSLA251212C00120000,"TSLA Dec 12, 2025 120.00 call",TSLA 12/12/25 120.0C,,120 Strike price TSLA,0 Volume
130,0,CALL,TSLA251212C00130000,"TSLA Dec 12, 2025 130.00 call",TSLA 12/12/25 130.0C,,130 Strike price TSLA,0 Volume
140,0,CALL,TSLA251212C00140000,"TSLA Dec 12, 2025 140.00 call",TSLA 12/12/25 140.0C,,140 Strike price TSLA,0 Volume
150,0,CALL,TSLA251212C00150000,"TSLA Dec 12, 2025 150.00 call",TSLA 12/12/25 150.0C,,150 Strike price TSLA,0 Volume
160,0,CALL,TSLA251212C00160000,"TSLA Dec 12, 2025 160.00 call",TSLA 12/12/25 160.0C,,160 Strike price TSLA,0 Volume
170,0,CALL,TSLA251212C00170000,"TSLA Dec 12, 2025 170.00 call",TSLA 12/12/25 170.0C,,170 Strike price TSLA,0 Volume
180,0,CALL,TSLA251212C00180000,"TSLA Dec 12, 2025 180.00 call",TSLA 12/12/25 180.0C,,180 Strike price TSLA,0 Volume
190,0,CALL,TSLA251212C00190000,"TSLA Dec 12, 2025 190.00 call",TSLA 12/12/25 190.0C,,190 Strike price TSLA,0 Volume
200,0,CALL,TSLA251212C00200000,"TSLA Dec 12, 2025 200.00 call",TSLA 12/12/25 200.0C,,200 Strike price TSLA,0 Volume
210,0,CALL,TSLA251212C00210000,"TSLA Dec 12, 2025 210.00 call",TSLA 12/12/25 210.0C,,210 Strike price TSLA,0 Volume
220,0,CALL,TSLA251212C00220000,"TSLA Dec 12, 2025 220.00 call",TSLA 12/12/25 220.0C,,220 Strike price TSLA,0 Volume
230,0,CALL,TSLA251212C00230000,"TSLA Dec 12, 2025 230.00 call",TSLA 12/12/25 230.0C,,230 Strike price TSLA,0 Volume
240,0,CALL,TSLA251212C00240000,"TSLA Dec 12, 2025 240.00 call",TSLA 12/12/25 240.0C,,240 Strike price TSLA,0 Volume
250,0,CALL,TSLA251212C00250000,"TSLA Dec 12, 2025 250.00 call",TSLA 12/12/25 250.0C,,250 Strike price TSLA,0 Volume
255,0,CALL,TSLA251212C00255000,"TSLA Dec 12, 2025 255.00 call",TSLA 12/12/25 255.0C,,255 Strike price TSLA,0 Volume
275,0,CALL,TSLA251212C00275000,"TSLA Dec 12, 2025 275.00 call",TSLA 12/12/25 275.0C,,275 Strike price TSLA,0 Volume
280,0,CALL,TSLA251212C00280000,"TSLA Dec 12, 2025 280.00 call",TSLA 12/12/25 280.0C,,280 Strike price TSLA,0 Volume
285,0,CALL,TSLA251212C00285000,"TSLA Dec 12, 2025 285.00 call",TSLA 12/12/25 285.0C,,285 Strike price TSLA,0 Volume
290,0,CALL,TSLA251212C00290000,"TSLA Dec 12, 2025 290.00 call",TSLA 12/12/25 290.0C,,290 Strike price TSLA,0 Volume
160,0,CALL,TSLA251205C00160000,"TSLA Dec 5, 2025 160.00 call",TSLA 12/05/25 160.0C,,160 Strike price TSLA,0 Volume
170,0,CALL,TSLA251205C00170000,"TSLA Dec 5, 2025 170.00 call",TSLA 12/05/25 170.0C,,170 Strike price TSLA,0 Volume
180,0,CALL,TSLA251205C00180000,"TSLA Dec 5, 2025 180.00 call",TSLA 12/05/25 180.0C,,180 Strike price TSLA,0 Volume
190,0,CALL,TSLA251205C00190000,"TSLA Dec 5, 2025 190.00 call",TSLA 12/05/25 190.0C,,190 Strike price TSLA,0 Volume
200,0,CALL,TSLA251205C00200000,"TSLA Dec 5, 2025 200.00 call",TSLA 12/05/25 200.0C,,200 Strike price TSLA,0 Volume
210,0,CALL,TSLA251205C00210000,"TSLA Dec 5, 2025 210.00 call",TSLA 12/05/25 210.0C,,210 Strike price TSLA,0 Volume
220,0,CALL,TSLA251205C00220000,"TSLA Dec 5, 2025 220.00 call",TSLA 12/05/25 220.0C,,220 Strike price TSLA,0 Volume
230,0,CALL,TSLA251205C00230000,"TSLA Dec 5, 2025 230.00 call",TSLA 12/05/25 230.0C,,230 Strike price TSLA,0 Volume
240,0,CALL,TSLA251205C00240000,"TSLA Dec 5, 2025 240.00 call",TSLA 12/05/25 240.0C,,240 Strike price TSLA,0 Volume
255,0,CALL,TSLA251205C00255000,"TSLA Dec 5, 2025 255.00 call",TSLA 12/05/25 255.0C,,255 Strike price TSLA,0 Volume
260,0,CALL,TSLA251205C00260000,"TSLA Dec 5, 2025 260.00 call",TSLA 12/05/25 260.0C,,260 Strike price TSLA,0 Volume
265,0,CALL,TSLA251205C00265000,"TSLA Dec 5, 2025 265.00 call",TSLA 12/05/25 265.0C,,265 Strike price TSLA,0 Volume
275,0,CALL,TSLA251205C00275000,"TSLA Dec 5, 2025 275.00 call",TSLA 12/05/25 275.0C,,275 Strike price TSLA,0 Volume
280,0,CALL,TSLA251205C00280000,"TSLA Dec 5, 2025 280.00 call",TSLA 12/05/25 280.0C,,280 Strike price TSLA,0 Volume
285,0,CALL,TSLA251205C00285000,"TSLA Dec 5, 2025 285.00 call",TSLA 12/05/25 285.0C,,285 Strike price TSLA,0 Volume
290,0,CALL,TSLA251205C00290000,"TSLA Dec 5, 2025 290.00 call",TSLA 12/05/25 290.0C,,290 Strike price TSLA,0 Volume
295,0,CALL,TSLA251205C00295000,"TSLA Dec 5, 2025 295.00 call",TSLA 12/05/25 295.0C,,295 Strike price TSLA,0 Volume
310,0,CALL,TSLA251205C00310000,"TSLA Dec 5, 2025 310.00 call",TSLA 12/05/25 310.0C,,310 Strike price TSLA,0 Volume
315,0,CALL,TSLA251205C00315000,"TSLA Dec 5, 2025 315.00 call",TSLA 12/05/25 315.0C,,315 Strike price TSLA,0 Volume
80,0,CALL,TSLA251212C00080000,"TSLA Dec 12, 2025 80.00 call",TSLA 12/12/25 80.0C,,80 Strike price TSLA,0 Volume
90,0,CALL,TSLA251212C00090000,"TSLA Dec 12, 2025 90.00 call",TSLA 12/12/25 90.0C,,90 Strike price TSLA,0 Volume
790,0,CALL,TSLA251107C00790000,"TSLA Nov 7, 2025 790.00 call",TSLA 11/07/25 790.0C,,790 Strike price TSLA,0 Volume
810,0,CALL,TSLA251107C00810000,"TSLA Nov 7, 2025 810.00 call",TSLA 11/07/25 810.0C,,810 Strike price TSLA,0 Volume
820,0,CALL,TSLA251107C00820000,"TSLA Nov 7, 2025 820.00 call",TSLA 11/07/25 820.0C,,820 Strike price TSLA,0 Volume
830,0,CALL,TSLA251107C00830000,"TSLA Nov 7, 2025 830.00 call",TSLA 11/07/25 830.0C,,830 Strike price TSLA,0 Volume
840,0,CALL,TSLA251107C00840000,"TSLA Nov 7, 2025 840.00 call",TSLA 11/07/25 840.0C,,840 Strike price TSLA,0 Volume
850,0,CALL,TSLA251107C00850000,"TSLA Nov 7, 2025 850.00 call",TSLA 11/07/25 850.0C,,850 Strike price TSLA,0 Volume
860,0,CALL,TSLA251107C00860000,"TSLA Nov 7, 2025 860.00 call",TSLA 11/07/25 860.0C,,860 Strike price TSLA,0 Volume
870,0,CALL,TSLA251107C00870000,"TSLA Nov 7, 2025 870.00 call",TSLA 11/07/25 870.0C,,870 Strike price TSLA,0 Volume
880,0,CALL,TSLA251107C00880000,"TSLA Nov 7, 2025 880.00 call",TSLA 11/07/25 880.0C,,880 Strike price TSLA,0 Volume
900,0,CALL,TSLA251107C00900000,"TSLA Nov 7, 2025 900.00 call",TSLA 11/07/25 900.0C,,900 Strike price TSLA,0 Volume
910,0,CALL,TSLA251107C00910000,"TSLA Nov 7, 2025 910.00 call",TSLA 11/07/25 910.0C,,910 Strike price TSLA,0 Volume
920,0,CALL,TSLA251107C00920000,"TSLA Nov 7, 2025 920.00 call",TSLA 11/07/25 920.0C,,920 Strike price TSLA,0 Volume
930,0,CALL,TSLA251107C00930000,"TSLA Nov 7, 2025 930.00 call",TSLA 11/07/25 930.0C,,930 Strike price TSLA,0 Volume
160,0,CALL,TSLA251114C00160000,"TSLA Nov 14, 2025 160.00 call",TSLA 11/14/25 160.0C,,160 Strike price TSLA,0 Volume
170,0,CALL,TSLA251114C00170000,"TSLA Nov 14, 2025 170.00 call",TSLA 11/14/25 170.0C,,170 Strike price TSLA,0 Volume
200,0,CALL,TSLA251114C00200000,"TSLA Nov 14, 2025 200.00 call",TSLA 11/14/25 200.0C,,200 Strike price TSLA,0 Volume
210,0,CALL,TSLA251114C00210000,"TSLA Nov 14, 2025 210.00 call",TSLA 11/14/25 210.0C,,210 Strike price TSLA,0 Volume
255,0,CALL,TSLA251114C00255000,"TSLA Nov 14, 2025 255.00 call",TSLA 11/14/25 255.0C,,255 Strike price TSLA,0 Volume
265,0,CALL,TSLA251114C00265000,"TSLA Nov 14, 2025 265.00 call",TSLA 11/14/25 265.0C,,265 Strike price TSLA,0 Volume
325,0,CALL,TSLA251114C00325000,"TSLA Nov 14, 2025 325.00 call",TSLA 11/14/25 325.0C,,325 Strike price TSLA,0 Volume
337.5,0,CALL,TSLA251114C00337500,"TSLA Nov 14, 2025 337.50 call",TSLA 11/14/25 337.5C,,338 Strike price TSLA,0 Volume
165,0,CALL,TSLA251107C00165000,"TSLA Nov 7, 2025 165.00 call",TSLA 11/07/25 165.0C,,165 Strike price TSLA,0 Volume
175,0,CALL,TSLA251107C00175000,"TSLA Nov 7, 2025 175.00 call",TSLA 11/07/25 175.0C,,175 Strike price TSLA,0 Volume
190,0,CALL,TSLA251107C00190000,"TSLA Nov 7, 2025 190.00 call",TSLA 11/07/25 190.0C,,190 Strike price TSLA,0 Volume
215,0,CALL,TSLA251107C00215000,"TSLA Nov 7, 2025 215.00 call",TSLA 11/07/25 215.0C,,215 Strike price TSLA,0 Volume
235,0,CALL,TSLA251107C00235000,"TSLA Nov 7, 2025 235.00 call",TSLA 11/07/25 235.0C,,235 Strike price TSLA,0 Volume
265,0,CALL,TSLA251107C00265000,"TSLA Nov 7, 2025 265.00 call",TSLA 11/07/25 265.0C,,265 Strike price TSLA,0 Volume
295,0,CALL,TSLA251107C00295000,"TSLA Nov 7, 2025 295.00 call",TSLA 11/07/25 295.0C,,295 Strike price TSLA,0 Volume
342.5,0,CALL,TSLA251107C00342500,"TSLA Nov 7, 2025 342.50 call",TSLA 11/07/25 342.5C,,343 Strike price TSLA,0 Volume
347.5,0,CALL,TSLA251107C00347500,"TSLA Nov 7, 2025 347.50 call",TSLA 11/07/25 347.5C,,348 Strike price TSLA,0 Volume
357.5,0,CALL,TSLA251107C00357500,"TSLA Nov 7, 2025 357.50 call",TSLA 11/07/25 357.5C,,358 Strike price TSLA,0 Volume
367.5,0,CALL,TSLA251107C00367500,"TSLA Nov 7, 2025 367.50 call",TSLA 11/07/25 367.5C,,368 Strike price TSLA,0 Volume
650,0,CALL,TSLA251107C00650000,"TSLA Nov 7, 2025 650.00 call",TSLA 11/07/25 650.0C,,650 Strike price TSLA,0 Volume
680,0,CALL,TSLA251107C00680000,"TSLA Nov 7, 2025 680.00 call",TSLA 11/07/25 680.0C,,680 Strike price TSLA,0 Volume
690,0,CALL,TSLA251107C00690000,"TSLA Nov 7, 2025 690.00 call",TSLA 11/07/25 690.0C,,690 Strike price TSLA,0 Volume
700,0,CALL,TSLA251107C00700000,"TSLA Nov 7, 2025 700.00 call",TSLA 11/07/25 700.0C,,700 Strike price TSLA,0 Volume
720,0,CALL,TSLA251107C00720000,"TSLA Nov 7, 2025 720.00 call",TSLA 11/07/25 720.0C,,720 Strike price TSLA,0 Volume
730,0,CALL,TSLA251107C00730000,"TSLA Nov 7, 2025 730.00 call",TSLA 11/07/25 730.0C,,730 Strike price TSLA,0 Volume
750,0,CALL,TSLA251107C00750000,"TSLA Nov 7, 2025 750.00 call",TSLA 11/07/25 750.0C,,750 Strike price TSLA,0 Volume
760,0,CALL,TSLA251107C00760000,"TSLA Nov 7, 2025 760.00 call",TSLA 11/07/25 760.0C,,760 Strike price TSLA,0 Volume
770,0,CALL,TSLA251107C00770000,"TSLA Nov 7, 2025 770.00 call",TSLA 11/07/25 770.0C,,770 Strike price TSLA,0 Volume
780,0,CALL,TSLA251107C00780000,"TSLA Nov 7, 2025 780.00 call",TSLA 11/07/25 780.0C,,780 Strike price TSLA,0 Volume
342.5,0,CALL,TSLA251114C00342500,"TSLA Nov 14, 2025 342.50 call",TSLA 11/14/25 342.5C,,343 Strike price TSLA,0 Volume
145,0,CALL,TSLA251121C00145000,"TSLA Nov 21, 2025 145.00 call",TSLA 11/21/25 145.0C,,145 Strike price TSLA,0 Volume
150,0,CALL,TSLA251121C00150000,"TSLA Nov 21, 2025 150.00 call",TSLA 11/21/25 150.0C,,150 Strike price TSLA,0 Volume
155,0,CALL,TSLA251121C00155000,"TSLA Nov 21, 2025 155.00 call",TSLA 11/21/25 155.0C,,155 Strike price TSLA,0 Volume
160,0,CALL,TSLA251121C00160000,"TSLA Nov 21, 2025 160.00 call",TSLA 11/21/25 160.0C,,160 Strike price TSLA,0 Volume
165,0,CALL,TSLA251121C00165000,"TSLA Nov 21, 2025 165.00 call",TSLA 11/21/25 165.0C,,165 Strike price TSLA,0 Volume
170,0,CALL,TSLA251121C00170000,"TSLA Nov 21, 2025 170.00 call",TSLA 11/21/25 170.0C,,170 Strike price TSLA,0 Volume
175,0,CALL,TSLA251121C00175000,"TSLA Nov 21, 2025 175.00 call",TSLA 11/21/25 175.0C,,175 Strike price TSLA,0 Volume
180,0,CALL,TSLA251121C00180000,"TSLA Nov 21, 2025 180.00 call",TSLA 11/21/25 180.0C,,180 Strike price TSLA,0 Volume
185,0,CALL,TSLA251121C00185000,"TSLA Nov 21, 2025 185.00 call",TSLA 11/21/25 185.0C,,185 Strike price TSLA,0 Volume
190,0,CALL,TSLA251121C00190000,"TSLA Nov 21, 2025 190.00 call",TSLA 11/21/25 190.0C,,190 Strike price TSLA,0 Volume
200,0,CALL,TSLA251121C00200000,"TSLA Nov 21, 2025 200.00 call",TSLA 11/21/25 200.0C,,200 Strike price TSLA,0 Volume
205,0,CALL,TSLA251121C00205000,"TSLA Nov 21, 2025 205.00 call",TSLA 11/21/25 205.0C,,205 Strike price TSLA,0 Volume
